	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED]	plot1_0000167913_5	hypothetical protein DMD99_05925	77	15	9.7393E-45	88.57								
true	[BLASTED, MAPPED]	plot1_0000392000_1	extracellular solute-binding protein	237	20	1.81246E-115	77.57	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000000057_36	superoxide dismutase	237	20	1.36479E-119	74.59	2	F:GO:0004784; P:GO:0006801	F:superoxide dismutase activity; P:superoxide metabolic process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED]	plot1_0000526179_1	MBL fold metallo-hydrolase	237	20	5.03085E-130	71.35	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000261877_2	acetamidase	403	20	7.47108E-167	73.69	1	F:GO:0016811	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000085939_4	acetamidase	403	20	3.13008E-166	72.85	1	F:GO:0016811	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000503146_2	dienelactone hydrolase family protein	243	20	4.40252E-156	65.93	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000235498_1	ABC transporter substrate-binding protein	569	20	0.0	65.3	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000031202_6	TonB-dependent receptor	996	20	0.0	56.13	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000315040_1	arylsulfatase	415	20	0.0	85.6	1	F:GO:0008484	F:sulfuric ester hydrolase activity					
true	[BLASTED]	plot1_0000180841_7	chemotaxis protein	166	20	4.71144E-36	60.17								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000282931_2	amidohydrolase	504	20	0.0	75.84	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000038813_5	copper oxidase	777	20	0.0	78.12	3	F:GO:0005507; F:GO:0016491; P:GO:0055114	F:copper ion binding; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000170143_2	copper oxidase	439	20	0.0	64.68	2	F:GO:0005507; P:GO:0055114	F:copper ion binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000393491_1	PQQ-dependent dehydrogenase, methanol/ethanol family	540	20	0.0	83.15	4	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	F:calcium ion binding; C:membrane; F:ethanol:cytochrome c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000122414_1	copper oxidase	1187	20	0.0	64.35	1	C:GO:0016020	C:membrane					
true	[BLASTED]	plot1_0000036012_4	ABC transporter substrate-binding protein	368	20	0.0	85.76								
true	[BLASTED]	plot36_0000001698_19	porin family protein	279	20	6.01679E-42	50.46								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000532923_1	cyclase family protein	279	20	1.96748E-138	79.17	2	F:GO:0004061; P:GO:0019441	F:arylformamidase activity; P:tryptophan catabolic process to kynurenine	EC:3.5.1.9	Arylformamidase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000053934_9	peptidylprolyl isomerase	190	20	1.13127E-92	82.97	3	P:GO:0000413; F:GO:0003755; P:GO:0006457	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity; P:protein folding	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000126111_2	carbohydrate ABC transporter substrate-binding protein	481	20	0.0	76.52	1	C:GO:0016020	C:membrane					
true	[BLASTED]	plot1_0000065973_4	branched-chain amino acid ABC transporter substrate-binding protein	386	20	6.26622E-167	52.8								
true	[BLASTED, MAPPED]	plot1_0000024618_3	lactonase family protein	392	20	0.0	72.83	2	F:GO:0016787; F:GO:0017057	F:hydrolase activity; F:6-phosphogluconolactonase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000388070_3	extracellular solute-binding protein	196	20	8.40035E-115	82.97	2	P:GO:0008643; C:GO:0016021	P:carbohydrate transport; C:integral component of membrane					
true	[BLASTED]	plot1_0000211160_4	ABC transporter substrate-binding protein	511	20	0.0	84.14								
true	[BLASTED]	plot30_0000041170_4	DUF1080 domain-containing protein	208	20	1.37582E-78	64.91								
true	[BLASTED, MAPPED]	plot1_0000652977_1	putative Teg18	422	20	4.10405E-19	39.03	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000115312_3	monothiol glutaredoxin, Grx4 family	107	20	1.97149E-61	82.92	8	C:GO:0005623; F:GO:0009055; F:GO:0015035; F:GO:0015038; P:GO:0022900; P:GO:0045454; F:GO:0046872; F:GO:0051537	C:cell; F:electron transfer activity; F:protein disulfide oxidoreductase activity; F:glutathione disulfide oxidoreductase activity; P:electron transport chain; P:cell redox homeostasis; F:metal ion binding; F:2 iron, 2 sulfur cluster binding					
true	[BLASTED]	plot1_0000483068_3	ABC transporter substrate-binding protein	428	20	0.0	81.91								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000171598_1	hypothetical protein DMF82_01955	220	20	8.74293E-108	78.71	4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000221388_4	phosphate ABC transporter substrate-binding protein PstS	333	20	0.0	90.0	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED]	plot36_0000009065_15	hypothetical protein DMD83_18900	113	20	1.79246E-64	87.14								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000053004_2	type 1 glutamine amidotransferase domain-containing protein	226	20	1.17894E-101	75.99	3	F:GO:0016787; P:GO:0044238; P:GO:1901564	F:hydrolase activity; P:primary metabolic process; P:organonitrogen compound metabolic process					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000374884_3	alpha/beta hydrolase	226	20	1.69685E-125	81.87	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000020208_7	phosphate ABC transporter substrate-binding protein PstS	351	20	0.0	70.47	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED]	plot1_0000308742_2	cupin domain-containing protein	119	20	5.17536E-72	93.38								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000003436_4	BMP family ABC transporter substrate-binding protein	375	20	0.0	72.32	1	C:GO:0005886	C:plasma membrane					
true	[BLASTED, MAPPED]	plot30_0000159165_4	3-carboxymuconate cyclase	250	20	8.68615E-107	73.07	1	F:GO:0016853	F:isomerase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000251150_3	cytochrome c family protein	131	20	2.77403E-75	74.07	4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED]	plot1_0000458739_1	amidase	655	20	0.0	79.94								
true	[BLASTED, MAPPED]	plot1_0000355370_3	ABC transporter substrate-binding protein	393	20	0.0	71.57	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000024844_2	hypothetical protein EHM88_03105, partial	524	20	0.0	95.46	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED]	plot1_0000108658_5	hypothetical protein	137	20	1.04437E-78	90.64								
true	[BLASTED]	plot30_0000290982_3	hypothetical protein	137	20	6.93685E-71	85.4								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000377149_2	glucose-6-phosphate isomerase	548	20	0.0	91.46	4	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096	F:glucose-6-phosphate isomerase activity; C:cytoplasm; P:gluconeogenesis; P:glycolytic process	EC:5.3.1.9	Glucose-6-phosphate isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000027546_7	sulfurtransferase	280	20	3.09093E-178	91.43	1	F:GO:0004792	F:thiosulfate sulfurtransferase activity	EC:2.8.1.1	Thiosulfate sulfurtransferase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000139881_1	fructose bisphosphate aldolase	280	20	1.02534E-100	87.21	2	F:GO:0004332; P:GO:0006096	F:fructose-bisphosphate aldolase activity; P:glycolytic process	EC:4.1.2.13	Fructose-bisphosphate aldolase			
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000033916_3	arylsulfatase	560	20	0.0	92.75	1	F:GO:0008484	F:sulfuric ester hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000083702_4	arylsulfatase	572	20	0.0	91.25	1	F:GO:0004065	F:arylsulfatase activity	EC:3.1.6.1	Arylsulfatase			
true	[BLASTED, MAPPED]	plot1_0000670633_1	Fungalysin metallopeptidase (M36)	572	20	0.0	57.7	4	F:GO:0004222; C:GO:0005615; P:GO:0006508; F:GO:0008270	F:metalloendopeptidase activity; C:extracellular space; P:proteolysis; F:zinc ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000183042_2	extracellular solute-binding protein	441	20	0.0	79.95	2	P:GO:0008643; C:GO:0016020	P:carbohydrate transport; C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000587353_2	(2Fe-2S)-binding protein	149	20	2.55355E-93	93.99	4	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051537	F:electron transfer activity; P:electron transport chain; F:metal ion binding; F:2 iron, 2 sulfur cluster binding					
true	[BLASTED]	plot30_0000005380_17	DUF1259 domain-containing protein	298	20	9.11767E-139	79.45								
true	[BLASTED]	plot6_0000052881_3	Right handed beta helix region	298	20	8.82326E-96	66.57								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000425456_3	(2Fe-2S)-binding protein	149	20	2.32061E-91	91.85	4	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051537	F:electron transfer activity; P:electron transport chain; F:metal ion binding; F:2 iron, 2 sulfur cluster binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000172621_3	(2Fe-2S)-binding protein	155	20	9.73607E-100	84.41	4	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051537	F:electron transfer activity; P:electron transport chain; F:metal ion binding; F:2 iron, 2 sulfur cluster binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000380628_3	arylsulfatase	316	20	0.0	88.83	1	F:GO:0008484	F:sulfuric ester hydrolase activity					
true	[BLASTED, MAPPED]	plot30_0000137574_2	hypothetical protein DMF26_06645	334	20	6.22085E-177	69.04	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED]	plot1_0000078069_2	OmpA family protein	173	20	1.53297E-47	61.72	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000036090_8	PQQ-dependent dehydrogenase, methanol/ethanol family	346	20	0.0	96.56	4	F:GO:0005509; C:GO:0016020; F:GO:0052935; P:GO:0055114	F:calcium ion binding; C:membrane; F:ethanol:cytochrome c oxidoreductase activity; P:oxidation-reduction process	EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)			
true	[BLASTED]	plot1_0000143606_3	capsule biosynthesis GfcC	191	20	2.39092E-109	83.12								
true	[BLASTED]	plot1_0000448982_2	hypothetical protein BGN99_23015	191	19	2.92247E-98	63.1								
true	[BLASTED]	plot30_0000526357_1	conserved repeat domain	579	20	3.359E-106	52.12								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000405867_1	IPTL-CTERM sorting domain-containing protein	400	20	0.0	73.14	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000128441_1	40-residue YVTN family beta-propeller repeat-containing protein	800	20	0.0	76.98	3	F:GO:0009055; F:GO:0020037; P:GO:0022900	F:electron transfer activity; F:heme binding; P:electron transport chain					
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000022038_2	hypothetical protein A3H95_15180	412	20	0.0	76.94	1	F:GO:0016810	F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000001483_12	branched-chain amino acid ABC transporter substrate-binding protein	430	20	0.0	82.77	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED]	plot30_0000002095_6	lectin	215	20	1.04986E-111	69.85								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000061251_9	arylsulfatase	251	20	1.34913E-164	90.28	1	F:GO:0008484	F:sulfuric ester hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000525165_2	dienelactone hydrolase family protein	257	20	3.10877E-124	65.25	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000131826_3	dienelactone hydrolase family protein	257	20	7.31816E-133	65.45	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000230359_2	xanthine dehydrogenase family protein molybdopterin-binding subunit	777	20	0.0	92.96	2	F:GO:0047121; P:GO:0055114	F:isoquinoline 1-oxidoreductase activity; P:oxidation-reduction process	EC:1.3.99.16	Isoquinoline 1-oxidoreductase			
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000006828_16	porin	269	20	4.89842E-57	55.16	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000030788_7	polysaccharide deacetylase	293	20	3.0548E-158	72.5	2	P:GO:0005975; F:GO:0016810	P:carbohydrate metabolic process; F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000213473_2	fumarylacetoacetate hydrolase	311	20	2.30747E-179	87.82	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED]	plot1_0000279702_3	gluconolactonase	317	20	1.63611E-153	65.8	2	F:GO:0004341; F:GO:0016787	F:gluconolactonase activity; F:hydrolase activity					
true	[BLASTED, MAPPED]	plot6_0000055550_1	putative signal peptide	652	20	0.0	60.41	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED]	plot1_0000205286_1	ferritin-like protein	377	20	0.0	81.62								
true	[BLASTED]	plot1_0000483834_2	hypothetical protein DMF95_26610	389	20	0.0	85.78								
true	[BLASTED]	plot36_0000082303_6	sugar ABC transporter substrate-binding protein	449	20	0.0	84.8								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000322944_2	phosphate ABC transporter substrate-binding protein PstS	348	20	8.97439E-145	74.43	1	P:GO:0006817	P:phosphate ion transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000099361_6	N-acyl homoserine lactonase family protein	288	20	1.392E-165	81.18	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000443425_1	hypothetical protein DMD99_03355	480	20	3.87547E-179	64.98								
true	[BLASTED, MAPPED]	plot1_0000177006_3	opacity protein-like surface antigen	264	20	3.11767E-46	45.61	3	C:GO:0009279; C:GO:0016020; C:GO:0016021	C:cell outer membrane; C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000173046_3	xanthine dehydrogenase family protein molybdopterin-binding subunit	348	20	0.0	82.94	2	F:GO:0047121; P:GO:0055114	F:isoquinoline 1-oxidoreductase activity; P:oxidation-reduction process	EC:1.3.99.16	Isoquinoline 1-oxidoreductase			
true	[BLASTED]	plot1_0000381734_3	SMP-30/gluconolactonase/LRE family protein	300	20	1.87414E-171	77.07								
true	[BLASTED]	plot1_0000316764_3	malate dehydrogenase	216	20	1.34677E-60	62.06								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000169477_4	dienelactone hydrolase	300	20	2.33814E-145	82.22	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot30_0000189100_3	cupin domain-containing protein	138	20	6.57006E-32	62.18								
true	[BLASTED]	plot30_0000578820_2	cupin domain-containing protein	132	20	5.3076E-71	81.47								
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000043077_2	polysaccharide deacetylase	300	20	0.0	76.61	2	P:GO:0005975; F:GO:0016810	P:carbohydrate metabolic process; F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000036445_1	ABC transporter family substrate-binding protein	126	20	1.50578E-53	74.9	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000001227_1	group 1 truncated hemoglobin	156	20	4.56657E-78	70.68	2	F:GO:0019825; F:GO:0020037	F:oxygen binding; F:heme binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000064565_4	auracyanin	156	20	1.51936E-42	62.03	3	F:GO:0005507; C:GO:0005886; P:GO:0009767	F:copper ion binding; C:plasma membrane; P:photosynthetic electron transport chain					
true	[BLASTED, MAPPED]	plot1_0000036276_4	isochorismatase family protein	216	20	1.91849E-78	65.59	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000222316_1	ABC transporter	324	20	0.0	91.78	3	F:GO:0022857; C:GO:0043190; P:GO:0055085	F:transmembrane transporter activity; C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED]	plot1_0000009419_8	right-handed parallel beta-helix repeat-containing protein	300	20	3.18674E-74	62.18								
true	[BLASTED, MAPPED, ANNOTATED]	plot36_0000006429_11	(2Fe-2S)-binding protein	150	20	1.25204E-79	82.36	5	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0047121; F:GO:0051537	F:electron transfer activity; P:electron transport chain; F:metal ion binding; F:isoquinoline 1-oxidoreductase activity; F:2 iron, 2 sulfur cluster binding	EC:1.3.99.16	Isoquinoline 1-oxidoreductase			
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000006560_11	Xaa-Pro dipeptidase	462	20	0.0	82.97	2	C:GO:0016021; F:GO:0016810	C:integral component of membrane; F:hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds					
true	[BLASTED, MAPPED, ANNOTATED]	plot30_0000466054_3	hypothetical protein AUJ01_13130	150	20	1.30709E-39	65.46	1	F:GO:0005488	F:binding					
true	[BLASTED]	plot36_0000372272_2	hypothetical protein D6724_07720	246	12	1.15088E-49	51.59								
true	[BLASTED, MAPPED]	plot1_0000037542_5	1,4-butanediol diacrylate esterase	432	20	0.0	76.24	2	F:GO:0016787; P:GO:0051301	F:hydrolase activity; P:cell division					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000055857_3	amidohydrolase	366	20	1.52184E-177	73.15	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED]	plot1_0000005602_19	SCP-2 family sterol carrier protein	114	20	5.01462E-48	73.0								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000062841_4	ribose-5-phosphate isomerase	156	20	6.1123E-86	87.75	2	P:GO:0005975; F:GO:0016853	P:carbohydrate metabolic process; F:isomerase activity					
true	[BLASTED]	plot1_0000178262_3	VOC family protein	258	20	1.34716E-102	70.79								
true	[BLASTED, MAPPED, ANNOTATED]	plot6_0000068721_4	ATP-binding protein	504	20	0.0	83.41	1	F:GO:0005524	F:ATP binding					
true	[BLASTED, MAPPED]	plot1_0000187766_3	glyoxalase	162	20	3.45951E-83	78.98	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED]	plot1_0000037590_7	hypothetical protein	198	20	1.18769E-70	66.81								
true	[BLASTED]	plot1_0000128124_5	hypothetical protein DME01_21700	198	20	7.02841E-141	87.77								
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000057658_9	anti-sigma factor antagonist	120	20	3.48207E-76	87.0	2	P:GO:0006355; F:GO:0045152	P:regulation of transcription, DNA-templated; F:antisigma factor binding					
true	[BLASTED, MAPPED, ANNOTATED]	plot1_0000040840_7	(2Fe-2S)-binding protein	150	20	2.99799E-86	81.43	5	F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0047121; F:GO:0051537	F:electron transfer activity; P:electron transport chain; F:metal ion binding; F:isoquinoline 1-oxidoreductase activity; F:2 iron, 2 sulfur cluster binding	EC:1.3.99.16	Isoquinoline 1-oxidoreductase			
