	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[BLASTED, MAPPED, ANNOTATED]	RAV58734.1	glycerol kinase	504	20	0.0	94.16	5	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	F:glycerol kinase activity; F:ATP binding; P:glycerol-3-phosphate metabolic process; P:phosphorylation; P:glycerol catabolic process	EC:2.7.1.30	Glycerol kinase			
true	[BLASTED, MAPPED, ANNOTATED]	RAS35579.1	multidrug MFS transporter	447	20	0.0	86.66	1	F:GO:0033961	F:cis-stilbene-oxide hydrolase activity	EC:3.3.2.9	Microsomal epoxide hydrolase			
true	[BLASTED, MAPPED, ANNOTATED]	RAR57192.1	ABC transporter substrate-binding protein	508	20	0.0	84.91	2	C:GO:0043190; P:GO:0055085	C:ATP-binding cassette (ABC) transporter complex; P:transmembrane transport					
true	[BLASTED, MAPPED, ANNOTATED]	RAQ98471.1	glycerol kinase	500	20	0.0	88.94	5	F:GO:0004370; F:GO:0005524; P:GO:0006072; P:GO:0016310; P:GO:0019563	F:glycerol kinase activity; F:ATP binding; P:glycerol-3-phosphate metabolic process; P:phosphorylation; P:glycerol catabolic process	EC:2.7.1.30	Glycerol kinase			
true	[BLASTED, MAPPED, ANNOTATED]	RAQ97932.1	ABC transporter substrate-binding protein	420	20	0.0	62.82	2	P:GO:0006520; F:GO:0030170	P:cellular amino acid metabolic process; F:pyridoxal phosphate binding					
true	[BLASTED, MAPPED, ANNOTATED]	RAQ96755.1	phospholipase C	505	20	0.0	80.91	1	F:GO:0034480	F:phosphatidylcholine phospholipase C activity	EC:3.1.4.3	Phospholipase C			
true	[BLASTED, MAPPED]	RAQ96691.1	ABC transporter substrate-binding protein	286	20	0.0	76.08	3	F:GO:0004970; C:GO:0016020; P:GO:0035235	F:ionotropic glutamate receptor activity; C:membrane; P:ionotropic glutamate receptor signaling pathway					
true	[BLASTED, MAPPED, ANNOTATED]	RAQ96652.1	superoxide dismutase	207	20	6.71334E-154	86.2	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED]	RAQ94456.1	sugar ABC transporter substrate-binding protein	345	20	0.0	83.43	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	RAP27011.1	peroxiredoxin family protein	161	20	1.82812E-115	93.89	6	F:GO:0004601; C:GO:0005623; P:GO:0045454; F:GO:0051920; P:GO:0055114; P:GO:0098869	F:peroxidase activity; C:cell; P:cell redox homeostasis; F:peroxiredoxin activity; P:oxidation-reduction process; P:cellular oxidant detoxification	EC:1.11.1.15; EC:1.11.1.7	Peroxiredoxin; Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	RAO76505.1	VOC family protein	139	20	1.99651E-98	79.78	2	F:GO:0008168; P:GO:0032259	F:methyltransferase activity; P:methylation					
true	[BLASTED, MAPPED, ANNOTATED]	RAL68354.1	anaphase-promoting complex protein	356	20	0.0	59.32	1	C:GO:0005680	C:anaphase-promoting complex					
true	[BLASTED, MAPPED, ANNOTATED]	RAL67429.1	cupper/zinc superoxide dismutase	124	20	3.80061E-85	77.36	6	F:GO:0004784; C:GO:0005615; C:GO:0005737; F:GO:0008270; F:GO:0016532; P:GO:0019430	F:superoxide dismutase activity; C:extracellular space; C:cytoplasm; F:zinc ion binding; F:superoxide dismutase copper chaperone activity; P:removal of superoxide radicals	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RAK61876.1	type I glutamate--ammonia ligase	469	20	0.0	94.86	4	F:GO:0004356; F:GO:0005524; C:GO:0005737; P:GO:0006542	F:glutamate-ammonia ligase activity; F:ATP binding; C:cytoplasm; P:glutamine biosynthetic process	EC:6.3.1.2	Glutamine synthetase			
true	[BLASTED, MAPPED, ANNOTATED]	RAK59247.1	phosphate ABC transporter substrate-binding protein PstS	345	20	0.0	83.7	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	RAK58818.1	TonB-dependent receptor	961	20	0.0	74.17	2	C:GO:0009279; C:GO:0016021	C:cell outer membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	RAK55694.1	lactoylglutathione lyase	146	20	2.52833E-105	88.18	2	F:GO:0004462; F:GO:0046872	F:lactoylglutathione lyase activity; F:metal ion binding	EC:4.4.1.5	Lactoylglutathione lyase			
true	[BLASTED, MAPPED, ANNOTATED]	RAK33239.1	extracellular solute-binding protein	449	20	0.0	90.34	1	P:GO:0008643	P:carbohydrate transport					
true	[BLASTED, MAPPED, ANNOTATED]	RAK29313.1	superoxide dismutase, Ni	132	20	8.9073E-93	94.98	3	F:GO:0004784; F:GO:0016151; P:GO:0019430	F:superoxide dismutase activity; F:nickel cation binding; P:removal of superoxide radicals	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	RAK20365.1	D-xylose ABC transporter substrate-binding protein	362	20	0.0	92.69	2	P:GO:0015753; F:GO:0048029	P:D-xylose transmembrane transport; F:monosaccharide binding					
true	[BLASTED, MAPPED, ANNOTATED]	RAK01079.1	phospholipase C	614	20	0.0	80.52	1	F:GO:0034480	F:phosphatidylcholine phospholipase C activity	EC:3.1.4.3	Phospholipase C			
true	[BLASTED, MAPPED, ANNOTATED]	RAJ80679.1	DUF4331 domain-containing protein	509	20	0.0	92.28	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	RAG81211.1	carbon monoxide dehydrogenase	799	20	0.0	91.24	2	F:GO:0018492; P:GO:0055114	F:carbon-monoxide dehydrogenase (acceptor) activity; P:oxidation-reduction process	EC:1.2.99.2	Acting on the aldehyde or oxo group of donors			
true	[BLASTED, MAPPED, ANNOTATED]	PZW11156.1	epoxide hydrolase	449	20	0.0	84.62	1	F:GO:0033961	F:cis-stilbene-oxide hydrolase activity	EC:3.3.2.9	Microsomal epoxide hydrolase			
true	[BLASTED, MAPPED, ANNOTATED]	PZV90686.1	ABC transporter substrate-binding protein	533	20	0.0	82.59	3	C:GO:0030288; P:GO:0042886; F:GO:1904680	C:outer membrane-bounded periplasmic space; P:amide transport; F:peptide transmembrane transporter activity					
true	[BLASTED, MAPPED, ANNOTATED]	PZS39544.1	phospholipase	638	20	0.0	75.99	2	F:GO:0004629; C:GO:0016021	F:phospholipase C activity; C:integral component of membrane	EC:3.1.4.3	Phospholipase C			
true	[BLASTED, MAPPED, ANNOTATED]	PZS34611.1	superoxide dismutase, Ni	137	20	1.89545E-98	93.21	4	F:GO:0004784; F:GO:0016151; P:GO:0019430; P:GO:0055114	F:superoxide dismutase activity; F:nickel cation binding; P:removal of superoxide radicals; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	PZS34401.1	phosphoenolpyruvate carboxykinase [ATP]	558	20	0.0	75.35	3	F:GO:0004612; F:GO:0005524; P:GO:0006094	F:phosphoenolpyruvate carboxykinase (ATP) activity; F:ATP binding; P:gluconeogenesis	EC:4.1.1.49; EC:4.1.1.32	Phosphoenolpyruvate carboxykinase (ATP); Phosphoenolpyruvate carboxykinase (GTP)			
true	[BLASTED, MAPPED, ANNOTATED]	PZS28557.1	methionine synthase II (cobalamin-independent)	390	20	0.0	85.39	4	F:GO:0003871; F:GO:0008270; P:GO:0009086; P:GO:0032259	F:5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase activity; F:zinc ion binding; P:methionine biosynthetic process; P:methylation	EC:2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase			
true	[BLASTED, MAPPED, ANNOTATED]	PZS27202.1	sulfurtransferase	92	20	1.86736E-59	92.45	1	F:GO:0004792	F:thiosulfate sulfurtransferase activity	EC:2.8.1.1	Thiosulfate sulfurtransferase			
true	[BLASTED, MAPPED, ANNOTATED]	PZS21327.1	sulfurtransferase	282	20	0.0	76.91	1	F:GO:0004792	F:thiosulfate sulfurtransferase activity	EC:2.8.1.1	Thiosulfate sulfurtransferase			
true	[BLASTED, MAPPED, ANNOTATED]	PZS05713.1	phospholipase	529	20	0.0	74.08	1	F:GO:0004629	F:phospholipase C activity	EC:3.1.4.3	Phospholipase C			
true	[BLASTED, MAPPED, ANNOTATED]	PZR99840.1	transketolase	707	20	0.0	84.54	8	F:GO:0004347; F:GO:0004801; F:GO:0004802; C:GO:0005737; P:GO:0006094; P:GO:0006096; P:GO:0006098; F:GO:0046872	F:glucose-6-phosphate isomerase activity; F:sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity; F:transketolase activity; C:cytoplasm; P:gluconeogenesis; P:glycolytic process; P:pentose-phosphate shunt; F:metal ion binding	EC:2.2.1.2; EC:2.2.1.1; EC:5.3.1.9	Transaldolase; Transketolase; Glucose-6-phosphate isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	PZR98582.1	superoxide dismutase	170	20	6.67552E-122	82.05	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	PZR95583.1	type I glutamate--ammonia ligase	481	20	0.0	87.8	4	F:GO:0004356; F:GO:0005524; C:GO:0005737; P:GO:0006542	F:glutamate-ammonia ligase activity; F:ATP binding; C:cytoplasm; P:glutamine biosynthetic process	EC:6.3.1.2	Glutamine synthetase			
true	[BLASTED, MAPPED, ANNOTATED]	PZR89579.1	VOC family protein	121	20	2.00235E-81	81.26	2	F:GO:0051213; P:GO:0055114	F:dioxygenase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PZR89404.1	PQQ-dependent dehydrogenase, methanol/ethanol family	599	20	0.0	89.53	5	F:GO:0005509; C:GO:0016020; F:GO:0016614; C:GO:0030288; P:GO:0055114	F:calcium ion binding; C:membrane; F:oxidoreductase activity, acting on CH-OH group of donors; C:outer membrane-bounded periplasmic space; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PZR87825.1	branched-chain amino acid ABC transporter substrate-binding protein	566	20	0.0	63.79	1	P:GO:0006865	P:amino acid transport					
true	[BLASTED, MAPPED, ANNOTATED]	PZR86643.1	transaldolase	361	20	0.0	88.51	4	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	F:sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity; C:cytoplasm; P:carbohydrate metabolic process; P:pentose-phosphate shunt	EC:2.2.1.2	Transaldolase			
true	[BLASTED, MAPPED, ANNOTATED]	PZR86642.1	glucose-6-phosphate isomerase	269	20	0.0	86.09	5	F:GO:0004347; C:GO:0005737; P:GO:0006094; P:GO:0006096; C:GO:0016021	F:glucose-6-phosphate isomerase activity; C:cytoplasm; P:gluconeogenesis; P:glycolytic process; C:integral component of membrane	EC:5.3.1.9	Glucose-6-phosphate isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	PZR81397.1	phosphate ABC transporter substrate-binding protein PstS	348	20	0.0	85.45	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	PZR80595.1	malate dehydrogenase	327	20	0.0	83.33	3	P:GO:0005975; P:GO:0006099; F:GO:0030060	P:carbohydrate metabolic process; P:tricarboxylic acid cycle; F:L-malate dehydrogenase activity	EC:1.1.1.37	Malate dehydrogenase			
true	[BLASTED, MAPPED, ANNOTATED]	PZR79805.1	transaldolase	363	20	0.0	77.61	4	F:GO:0004801; C:GO:0005737; P:GO:0005975; P:GO:0006098	F:sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glyceronetransferase activity; C:cytoplasm; P:carbohydrate metabolic process; P:pentose-phosphate shunt	EC:2.2.1.2	Transaldolase			
true	[BLASTED, MAPPED, ANNOTATED]	PZR78639.1	superoxide dismutase	201	20	2.82033E-148	94.25	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	PZR74945.1	peptidylprolyl isomerase	271	20	0.0	78.01	2	P:GO:0000413; F:GO:0003755	P:protein peptidyl-prolyl isomerization; F:peptidyl-prolyl cis-trans isomerase activity	EC:5.2.1.8	Peptidylprolyl isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	PZR68571.1	superoxide dismutase	202	20	4.19542E-147	80.83	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED]	PZR67586.1	hypothetical protein DLM66_11060	439	20	0.0	60.57	2	C:GO:0016020; C:GO:0016021	C:membrane; C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PZR62628.1	selenium-binding protein	465	20	0.0	84.25	1	F:GO:0008430	F:selenium binding					
true	[BLASTED, MAPPED, ANNOTATED]	PZR60549.1	phosphoribosylaminoimidazolesuccinocarboxamide synthase	448	20	0.0	72.94	3	F:GO:0004639; F:GO:0005524; P:GO:0006189	F:phosphoribosylaminoimidazolesuccinocarboxamide synthase activity; F:ATP binding; P:'de novo' IMP biosynthetic process	EC:6.3.2.6	Phosphoribosylaminoimidazolesuccinocarboxamide synthase			
true	[BLASTED, MAPPED, ANNOTATED]	PZG28227.1	acetamidase/formamidase family protein	415	20	0.0	92.15	1	F:GO:0004328	F:formamidase activity	EC:3.5.1.49	Formamidase			
true	[BLASTED, MAPPED, ANNOTATED]	PZF81519.1	FAD-binding oxidoreductase	480	20	0.0	59.44	3	F:GO:0016491; P:GO:0055114; F:GO:0071949	F:oxidoreductase activity; P:oxidation-reduction process; F:FAD binding					
true	[BLASTED, MAPPED, ANNOTATED]	PZF72777.1	peptidylprolyl isomerase	220	20	7.17185E-162	74.7	2	P:GO:0009987; F:GO:0016853	P:cellular process; F:isomerase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PZA08240.1	superoxide dismutase	201	20	9.74679E-148	89.33	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	PYY69273.1	heme peroxidase	2587	20	0.0	95.73	6	F:GO:0004601; F:GO:0005509; P:GO:0006979; F:GO:0020037; P:GO:0055114; P:GO:0098869	F:peroxidase activity; F:calcium ion binding; P:response to oxidative stress; F:heme binding; P:oxidation-reduction process; P:cellular oxidant detoxification	EC:1.11.1.7	Peroxidase			
true	[BLASTED, MAPPED, ANNOTATED]	PYY20970.1	NmrA family transcriptional regulator	260	20	0.0	91.34	2	F:GO:0003824; F:GO:0050662	F:catalytic activity; F:coenzyme binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYY12884.1	phosphate ABC transporter substrate-binding protein PstS	358	20	0.0	70.18	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED]	PYY11157.1	hypothetical protein DMG70_17510	593	20	0.0	76.5	1	F:GO:0003824	F:catalytic activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYY10538.1	NmrA family transcriptional regulator	275	20	0.0	93.41	2	F:GO:0003824; F:GO:0050662	F:catalytic activity; F:coenzyme binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYY09668.1	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	260	20	0.0	87.61	8	P:GO:0006099; F:GO:0008177; F:GO:0009055; P:GO:0022900; F:GO:0046872; F:GO:0051537; F:GO:0051538; F:GO:0051539	P:tricarboxylic acid cycle; F:succinate dehydrogenase (ubiquinone) activity; F:electron transfer activity; P:electron transport chain; F:metal ion binding; F:2 iron, 2 sulfur cluster binding; F:3 iron, 4 sulfur cluster binding; F:4 iron, 4 sulfur cluster binding	EC:1.3.99.1; EC:1.3.5.1	Deleted entry; Succinate dehydrogenase (quinone)			
true	[BLASTED, MAPPED, ANNOTATED]	PYY05958.1	pili assembly chaperone	166	20	2.37389E-114	70.19	1	C:GO:0016021	C:integral component of membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYY05085.1	ribose-5-phosphate isomerase	162	20	1.90864E-115	88.02	2	P:GO:0005975; F:GO:0016853	P:carbohydrate metabolic process; F:isomerase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYY04045.1	ferredoxin	123	20	5.41216E-85	87.77	2	F:GO:0009055; P:GO:0022900	F:electron transfer activity; P:electron transport chain					
true	[BLASTED, MAPPED, ANNOTATED]	PYX92952.1	galactose-1-epimerase	374	20	0.0	78.6	4	F:GO:0004034; C:GO:0016020; P:GO:0019318; F:GO:0030246	F:aldose 1-epimerase activity; C:membrane; P:hexose metabolic process; F:carbohydrate binding	EC:5.1.3.3	Aldose 1-epimerase			
true	[BLASTED, MAPPED, ANNOTATED]	PYX92583.1	hypothetical protein DMG71_17685	611	20	0.0	80.17	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYX90427.1	copper oxidase	372	20	0.0	60.14	3	F:GO:0005507; F:GO:0016491; P:GO:0055114	F:copper ion binding; F:oxidoreductase activity; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PYX87926.1	FAD-binding oxidoreductase	458	20	0.0	68.43	3	F:GO:0016491; P:GO:0055114; F:GO:0071949	F:oxidoreductase activity; P:oxidation-reduction process; F:FAD binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYX79102.1	superoxide dismutase	82	20	1.05672E-53	92.26	4	F:GO:0004784; P:GO:0019430; F:GO:0046872; P:GO:0055114	F:superoxide dismutase activity; P:removal of superoxide radicals; F:metal ion binding; P:oxidation-reduction process	EC:1.15.1.1	Superoxide dismutase			
true	[BLASTED, MAPPED, ANNOTATED]	PYX76261.1	MBL fold metallo-hydrolase	246	20	0.0	83.67	1	F:GO:0016787	F:hydrolase activity					
true	[BLASTED, MAPPED, ANNOTATED]	PYX73742.1	triose-phosphate isomerase	250	20	0.0	90.85	4	F:GO:0004807; C:GO:0005737; P:GO:0006094; P:GO:0006096	F:triose-phosphate isomerase activity; C:cytoplasm; P:gluconeogenesis; P:glycolytic process	EC:5.3.1.1	Triose-phosphate isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	PYX73316.1	phosphoesterase	952	20	0.0	61.4	1	F:GO:0016788	F:hydrolase activity, acting on ester bonds					
true	[BLASTED, MAPPED, ANNOTATED]	PYX73001.1	BNR/Asp-box repeat protein	501	20	0.0	54.42	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYX70679.1	CxxC motif-containing protein (DUF1111 family)	379	20	0.0	78.32	5	F:GO:0009055; C:GO:0016020; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; C:membrane; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYX69139.1	phosphate ABC transporter substrate-binding protein PstS	334	20	0.0	87.53	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	PYX65621.1	thiol oxidoreductase-like protein	519	20	0.0	80.46	4	F:GO:0009055; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYX64889.1	triose-phosphate isomerase	250	20	0.0	90.98	4	F:GO:0004807; C:GO:0005737; P:GO:0006094; P:GO:0006096	F:triose-phosphate isomerase activity; C:cytoplasm; P:gluconeogenesis; P:glycolytic process	EC:5.3.1.1	Triose-phosphate isomerase			
true	[BLASTED, MAPPED, ANNOTATED]	PYX64519.1	hypothetical protein DMG74_12635	399	20	0.0	81.13	1	C:GO:0016020	C:membrane					
true	[BLASTED, MAPPED, ANNOTATED]	PYX64045.1	CxxC motif-containing protein (DUF1111 family)	429	20	0.0	78.64	5	F:GO:0009055; C:GO:0016020; F:GO:0020037; P:GO:0022900; F:GO:0046872	F:electron transfer activity; C:membrane; F:heme binding; P:electron transport chain; F:metal ion binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYX53731.1	phosphate ABC transporter substrate-binding protein PstS	334	20	0.0	88.99	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	PYX53715.1	tartrate dehydrogenase	360	20	0.0	93.46	4	F:GO:0000287; F:GO:0016616; F:GO:0051287; P:GO:0055114	F:magnesium ion binding; F:oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor; F:NAD binding; P:oxidation-reduction process					
true	[BLASTED, MAPPED, ANNOTATED]	PYX53131.1	chromosome partitioning protein ParB	433	20	0.0	71.0	1	F:GO:0043565	F:sequence-specific DNA binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYX41675.1	NmrA family transcriptional regulator	267	20	0.0	91.94	2	F:GO:0003824; F:GO:0050662	F:catalytic activity; F:coenzyme binding					
true	[BLASTED, MAPPED, ANNOTATED]	PYX34877.1	phospholipase C 4 precursor	488	20	0.0	71.85	1	F:GO:0016788	F:hydrolase activity, acting on ester bonds					
true	[BLASTED, MAPPED, ANNOTATED]	PYX33761.1	phosphate ABC transporter substrate-binding protein PstS	328	20	0.0	89.72	3	P:GO:0035435; F:GO:0042301; C:GO:0043190	P:phosphate ion transmembrane transport; F:phosphate ion binding; C:ATP-binding cassette (ABC) transporter complex					
true	[BLASTED, MAPPED, ANNOTATED]	PYX32012.1	putative Phospholipase C	588	20	0.0	67.48	1	F:GO:0004629	F:phospholipase C activity	EC:3.1.4.3	Phospholipase C			
